attom_id,city,country,state,post_code,confidencescore,estimatedvalue,fsd,safety_flag
144430507,Romeoville,US,IL,60446-1729,88,154000.0,12,False
9773422,Tallahassee,US,FL,32303,66,146000.0,21,False
143103434,Windermere,US,FL,34786-6331,94,234000.0,8,False
48864128,Queens Village,US,NY,11427-2244,74,835000.0,17,False
29250705,Knoxville,US,TN,37902,50,290000.0,32,False
156080740,Castro Valey,US,CA,94552,73,931000.0,18,False
190292695,Milford,US,MA,01757-2459,52,272000.0,30.0,False
160659180,Pembroke Pines,US,FL,33023-1065,77,344000.0,16,False
15133192,Jersey City,US,NJ,7302,46,862000.0,36,False
44202475,Bethlehem,US,PA,18017,88,186000.0,11,False
182708344,Dalton,US,OH,44618,67,250000.0,20.0,False
53337523,Greenwood,US,IN,46143-7190,65,500000.0,21,False
160219978,Auburndale,US,FL,33823,69,124000.0,19,False
202653393,Beaverton,US,OR,97007,94,326000.0,9,False
22421809,Decatur,US,GA,30034,68,281000.0,19,False
153012527,Orange Park,US,FL,32073-2544,59,126000.0,24,False
27156749,Modesto,US,CA,95355-1438,66,287000.0,20.0,False
51944302,Compton,US,CA,90220,63,439000.0,22,False
164708621,Fort Worth,US,TX,76244-6144,94,300000.0,8,False
28184176,Sykesville,US,MD,21784-9616,75,255000.0,16,False
170484293,Fresh Meadows,US,NY,11365-1935,80,1030000.0,14,False
188431298,Kansas City,US,MO,64113-1135,64,600000.0,22,False
21200776,Lake Worth,US,FL,33463-8234,89,407000.0,10.0,True
149608991,Franklin,US,IN,46131-8319,63,276000.0,22,False
241823047,Houston,US,TX,77047-4121,50,59000.0,31,False
39346783,Annapolis,US,MD,21403-4243,78,502000.0,15,False
168008899,Astoria,US,NY,11105,57,833000.0,25,False
9304255,Dumfries,US,VA,22026-2179,93,272000.0,9,True
229267979,port st. lucie,US,FL,34987,91,326000.0,9,False
19848863,Orangevale,US,CA,95662-2536,51,457000.0,29,False
211936275,Elgin,US,TX,78621-3413,53,98000.0,27,False
37161513,NORTH TONAWANDA,US,NY,14120,91,355000.0,10.0,True
41527978,Sugar Land,US,TX,77479-5837,89,487000.0,11,False
157321792,Fresno,US,CA,93722-7331,85,314000.0,12,False
29773353,Harrisburg,US,NC,28075-9647,85,275000.0,13,False
153388217,Cary,US,IL,60013,93,181000.0,9,False
185614718,Lakewood,US,WA,98498-5949,81,245000.0,14,False
22958565,South Gate,US,CA,90280-6732,63,546000.0,22,False
4332015,Orlando,US,FL,32817-2308,80,262000.0,15,False
157575449,Palo Alto,US,CA,94303,49,2373000.0,30.0,False
19941543,North Haledon,US,NJ,7508,71,487000.0,19,True
202246634,North Chesterfield,US,VA,23237-4306,70,152000.0,19,False
29081622,Gilmanton Iw,US,NH,03837-4822,54,164000.0,27,False
145202173,Harvard,US,IL,60033,75,134000.0,17,False
4427184,Pasadena,US,TX,77505-5464,84,303000.0,13,False
157243892,Oakley,US,CA,94561-5031,86,291000.0,13,False
170312732,Hauppauge,US,NY,11788-4418,53,477000.0,30.0,False
14345795,FORT COLLINS,US,CO,80525,93,528000.0,8,False
31338434,Cary,US,NC,27518,88,530000.0,12,False
146971015,Lawndale,US,CA,90260-3014,88,551000.0,11,False
175484166,Elmhurst,US,IL,60126,72,571000.0,18,False
15967927,Alabaster,US,AL,35007-5163,80,151000.0,14,False
161999203,Eastpoint,US,FL,32328,34,480000.0,55,False
53244822,Munford,US,TN,38058-6014,56,177000.0,26,False
12950742,Woodstock,US,GA,30189,87,267000.0,12,False
23907235,Apex,US,NC,27502,62,258000.0,23,False
38849395,La Grange,US,IL,60525-2854,87,305000.0,11,False
9218214,Memphis,US,TN,38125-3596,88,193000.0,12,False
188855812,Belleville,US,NJ,07109-2711,71,289000.0,18,False
22330095,Garland,US,TX,75043,89,283000.0,11,False
17332121,Spring,US,TX,77380-1208,49,136000.0,31,False
165126244,Dallas,US,TX,75204-4420,72,409000.0,18,False
24618143,Arlington,US,TX,76017-2334,84,130000.0,13,False
39657867,Newark,US,DE,19713,82,214000.0,14,False
168240879,Brooklyn,US,NY,11209-5618,36,1115000.0,49,False
215287004,NACOGDOCHES,US,TX,75965,41,2767000.0,39,False
11702777,Zebulon,US,NC,27597-2859,82,150000.0,14,False
4112990,Spring City,US,TN,37381,58,106000.0,25,False
69566,Midlothian,US,IL,60445-3344,80,138000.0,15,False
17840780,Brooklyn,US,NY,11222,53,1453000.0,28,False
214495008,Sauk Centre,US,MN,56378,61,165000.0,23,False
29039124,Katy,US,TX,77494-4385,84,368000.0,13,False
10104423,Tucson,US,AZ,85746-7977,91,190000.0,10.0,False
249230697,San Dimas,US,CA,91773-2786,47,480000.0,34,False
8700142,Santa Rosa Beach,US,FL,32459,82,214000.0,14,False
168140226,Buffalo,US,NY,14224-4354,85,267000.0,13,False
249456023,North Charleston,US,SC,29405-3214,73,360000.0,17,False
166643581,San Antonio,US,TX,78222-1329,57,107000.0,26,False
179713685,Ambridge,US,PA,15003-1765,58,55000.0,25,False
165416296,Austin,US,TX,78704-6508,48,379000.0,34,False
54593401,Bryan,US,TX,77802,83,251000.0,14,False
164198395,Orlando,US,FL,32825-3791,93,235000.0,8,False
188559340,Columbia,US,SC,29203-6736,35,101000.0,42,False
30660329,Temecula,US,CA,92591-3757,31,402000.0,52,False
15174599,Philadelphia,US,PA,19140-1118,57,113000.0,26,True
146009335,Miami Shores,US,FL,33150,66,597000.0,21,False
49112182,Los Angeles,US,CA,90037,69,614000.0,19,False
144397982,Albuquerque,US,NM,87108-2980,54,147000.0,30.0,False
145419243,Schuyler Falls,US,NY,12985,49,94000.0,31,False
200060167,Manchester,US,CT,06042-3614,61,229000.0,23,False
51108838,San Francisco,US,CA,94109,22,2325000.0,79,True
199565503,West Des Moines,US,IA,50266,94,125000.0,8,False
200407681,Hooksett,US,NH,3106,52,218000.0,29,True
42534023,Taylor,US,MI,48180,87,107000.0,12,False
187594128,New Fairfield,US,CT,6812,44,443000.0,35,False
158734280,Mesa,US,AZ,85205-7823,55,249000.0,28,False
32554666,Brick,US,NJ,08724-4619,72,353000.0,18,False
48039972,Vancouver,US,WA,98684-3793,89,350000.0,11,False
163931444,Chipley,US,FL,32428-3865,54,104000.0,28,False
552050,Macomb,US,MI,48042-6223,91,301000.0,10.0,False
23717841,San Jose,US,CA,95132,34,498000.0,42,False
50209515,Northwood,US,OH,43619-2207,39,343000.0,40.0,False
34460927,Wausau,US,WI,54403,81,362000.0,14,False
145309191,Sarasota,US,FL,34240,90,638000.0,10.0,False
210651436,Carrollton,US,VA,23314,89,463000.0,11,False
26130198,Fort Myers,US,FL,33905-4602,51,88000.0,29,False
28065379,Bulverde,US,TX,78163,90,523000.0,11,False
16225782,Odenton,US,MD,21113,91,344000.0,10.0,False
172455328,Canton,US,MI,48187,93,254000.0,9,False
250270649,Weatherford,US,OK,73096-4720,52,96000.0,48,False
48125326,Algonac,US,MI,48001-1150,53,113000.0,28,False
157776569,Aliso Viejo,US,CA,92656-1846,95,1063000.0,8,False
148454667,Duncan,US,AZ,85534,45,87000.0,34,False
145978452,Milwaukee,US,WI,53209-5824,61,44000.0,23,False
25677665,Washington,US,DC,20019-1416,87,275000.0,11,False
252833648,Westborough,US,MA,1581,63,293000.0,21,False
145952628,San Francisco,US,CA,94134,52,989000.0,28,False
210196327,Lexington,US,TX,78947-9402,54,113000.0,28,False
3239728,West covina,US,CA,91791,84,615000.0,14,False
216965663,San Francisco,US,CA,94117,63,1651000.0,22,False
36370768,League City,US,TX,77573,93,301000.0,9,False
142397310,Fairfax,US,VA,22031-2050,94,446000.0,8,False
15267605,Tacoma,US,WA,98408-3435,66,236000.0,21,False
147672947,Dana Point,US,CA,92629,88,661000.0,11,False
41263889,Portland,US,OR,97206,74,444000.0,17,False
40616059,San Francisco,US,CA,94107,73,1377000.0,17,False
46393219,Miami,US,FL,33186-7330,83,254000.0,13,False
157674775,Berkeley,US,CA,94710,44,1299000.0,34,False
17405232,Nipomo,US,CA,93444,80,975000.0,15,False
195520689,Chattanooga,US,TN,37421,82,366000.0,14,False
37906420,New Windsor,US,NY,12553-4935,92,442000.0,9,False
240370510,West Chazy,US,NY,12992,79,217000.0,15,False
166007870,Euless,US,TX,76040-4980,87,254000.0,12,False
172036523,Dexter,US,MI,48130-9583,87,460000.0,12,False
154934698,La Mirada,US,CA,90638-4935,71,635000.0,19,False
156372106,San Diego,US,CA,92124-2233,77,776000.0,16,False
219903131,Sanford,US,NC,27330-4528,39,58000.0,38,False
18150351,Livonia,US,MI,48152,60,75000.0,24,False
148033090,Wichita,US,KS,67230,63,144000.0,22,False
52428885,Oklahoma city,US,OK,73114,88,152000.0,11,False
24763711,Philadelphia,US,PA,19139,65,55000.0,21,False
252519140,Portland,US,OR,97202-5603,90,427000.0,9,False
154690233,Long Beach,US,CA,90840,68,704000.0,20.0,False
191021908,Hockessin,US,DE,19707,69,407000.0,19,False
145743825,Miami,US,FL,33167-2130,57,212000.0,25,False
581511,Irwin,US,PA,15642-7101,60,200000.0,24,False
168207045,BROOKLYN,US,NY,11201,33,1929000.0,47,False
231113388,Sumter,US,SC,29150-4633,84,415000.0,13,False
168434568,Brooklyn,US,NY,11231,34,2206000.0,46,False
146139748,Cottonwood,US,CA,96022-7902,87,278000.0,12,False
212338038,Tonganoxie,US,KS,66086-9333,79,204000.0,15,False
154821630,Los Angeles,US,CA,90044,58,489000.0,26,False
1421193,Basking Ridge,US,NJ,07920-2757,89,252000.0,11,False
50075609,Bowie,US,MD,20716,94,429000.0,8,False
41402995,San Antonio,US,TX,78245-2744,69,144000.0,19,False
200611137,Kingsport,US,TN,37660,53,81000.0,28,False
24292392,Brooklyn,US,NY,11235,64,338000.0,22,False
22162936,Eureka,US,MO,63025-3180,84,140000.0,13,False
44324464,Clifton Heights,US,PA,19018,95,135000.0,8,False
175435163,Sauk village,US,IL,60411,58,68000.0,25,False
170689162,Albany,US,NY,12207,85,351000.0,13,True
233800025,Joliet,US,IL,60435-4309,81,155000.0,14,False
150478386,Niles,US,IL,60714,86,407000.0,12,False
29677636,AVENTURA,US,FL,33180,33,327000.0,52,False
195162189,Fayetteville,US,TN,37334-6833,69,120000.0,19,False
2267356,Waldorf,US,MD,20603-4418,92,317000.0,9,False
4963576,Pitcairn,US,PA,15140-1011,48,61000.0,31,False
9089424,Perris,US,CA,92571-7473,91,346000.0,10.0,False
216569571,Ludowici,US,GA,31316-0000,80,194000.0,14,False
152204059,Round Rock,US,TX,78681,95,432000.0,8,False
3569689,Belmar,US,NJ,7719,52,390000.0,33,False
166014371,Austin,US,TX,78746-2407,33,1394000.0,49,True
46661436,Massena,US,NY,13662-2552,54,79000.0,27,False
252848692,Mount Pleasant,US,SC,29429-4976,92,451000.0,9,False
209418786,Carrollton,US,TX,75010,79,310000.0,15,False
152717650,Red Bank,US,NJ,7701,71,439000.0,18,False
17984443,Redford,US,MI,48240-1360,68,106000.0,20.0,False
191630805,Hamden,US,CT,06518-2616,57,157000.0,25,False
44677372,Del Valle,US,TX,78617-3499,86,185000.0,12,False
7543234,New Haven,US,MI,48048-1978,82,104000.0,14,True
154468799,Palmdale,US,CA,93551-4205,83,330000.0,14,False
23749639,bronx,US,NY,10473,64,476000.0,21,False
198756190,Columbia,US,MD,21045-4333,82,289000.0,14,False
28227963,Fulton,US,MD,20759,91,686000.0,10.0,False
36370352,Greenville,US,SC,29609-6900,76,331000.0,16,False
165760720,Richmond,US,TX,77406-9673,75,748000.0,16,False
26498208,Fremont,US,CA,94536-4844,73,833000.0,17,False
144157762,Egg Harbor City,US,NJ,8215,56,158000.0,26,False
17558823,Gainesville,US,VA,20155-4408,93,360000.0,8,False
160613591,Coral Springs,US,FL,33071-7153,81,442000.0,14,False
158092018,Chino Hills,US,CA,91709-7876,83,731000.0,13,False
203169857,Avon,US,IN,46123,59,244000.0,24,False
40558785,Half Moon Bay,US,CA,94019,79,2415000.0,15,False
165162590,Dallas,US,TX,75214,86,727000.0,12,False
12071853,Benton,US,AR,72019,86,319000.0,12,False
36516632,Bangor,US,PA,18013-9656,90,376000.0,10.0,False
20454564,Erie,US,PA,16505-4938,59,97000.0,25,False
53610674,Columbus,US,OH,43232-6805,63,87000.0,22,False
30435436,Henderson,US,NV,89012-2480,90,309000.0,10.0,False
16458868,Chesterfield,US,VA,23832,85,314000.0,13,False
165561137,Denison,US,TX,75020-3535,76,119000.0,16,False
100073423,Hemet,US,CA,92545,53,253000.0,28,False
188296388,Grimes,US,IA,50111-2119,70,137000.0,19,False
160628107,Tamarac,US,FL,33319,76,163000.0,16,False
3851752,Hampton,US,GA,30228,57,59000.0,25,False
218725400,Jenison,US,MI,49428-9738,72,181000.0,18,False
42441809,Waldorf,US,MD,20603-3706,90,373000.0,11,False
238495307,Matthews,US,GA,30818-1792,53,113000.0,28,False
31350603,CHARLOTTE,US,NC,28203,53,502000.0,29,False
46893302,Seville,US,OH,44273-9139,77,233000.0,16,False
29646316,San Gabriel,US,CA,91776,56,550000.0,25,False
19566491,Modesto,US,CA,95358,70,235000.0,19,False
189046257,West Memphis,US,AR,72301,56,62000.0,26,False
28399395,Dallas,US,TX,75229-6106,76,404000.0,16,False
